0, 2880, 4,
1.1594202899e+00, 1.2086643724e+03, -1.6246941505e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -1.4498839572e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 1.1794165342e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -8.6107825567e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 5.0960488993e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -1.6848481693e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 8.4756724942e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 1.4516641303e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -8.7205096241e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 2.2721798150e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 9.5819479741e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -5.6133598537e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643725e+03, 7.8223701453e-12, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643725e+03, 1.8437224048e-11, 8.8000000001e+05, 
1.1594202899e+00, 1.2086643724e+03, 5.1361507559e-12, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 3.9522608122e-12, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 1.5563020250e-12, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 8.3950700814e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 2.0024378526e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -2.7417272435e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -3.3992678895e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -7.5307413202e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -5.2189915708e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 4.4349163537e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -2.3328383908e-14, 8.8000000000e+05, 
1.3789751492e+00, 1.3052614789e+03, -5.1469805886e+01, 1.0294590423e+06, 
3.4729938843e+00, 1.3781497023e+03, -1.7921776246e+02, 2.2074085405e+06, 
4.3088155389e+00, 1.4164557118e+03, -7.4304470636e+01, 2.6451877923e+06, 
4.3382534591e+00, 1.5559371831e+03, -2.3078951604e+01, 2.7130038797e+06, 
4.7155777223e+00, 1.6389722309e+03, 5.7673439290e+01, 2.9929847390e+06, 
5.1839635840e+00, 9.0942899506e+02, 2.2946489363e+02, 3.2647229625e+06, 
1.1594202899e+00, 1.2086643724e+03, -1.6298594194e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 3.9117401839e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 1.5515647889e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 1.4973085476e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 8.9787249139e-14, 8.8000000000e+05, 
2.6692781980e+00, 1.9891606047e+03, 7.6950215591e+02, 1.8539861316e+06, 
1.1594202899e+00, 1.2086643724e+03, 2.9819524315e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -9.0097224742e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 1.1164745541e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -5.5804386556e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -2.6953100346e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -1.4516889580e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 8.4925987588e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 6.1746522523e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -1.2954094641e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 1.9936230772e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -1.1524086736e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 1.5971411989e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 7.7772059057e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 4.7092875790e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 1.3065310685e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -3.3672081523e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 1.7213649288e-13, 8.8000000000e+05, 
2.3975026082e+00, 1.9622845964e+03, 6.2081849980e+02, 1.7037137431e+06, 
1.1594202899e+00, 1.2086643724e+03, -8.9198965717e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 4.2188764204e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -1.8293078353e-13, 8.8000000000e+05, 
3.0423949123e+00, 1.9024043741e+03, 1.0378836128e+03, 2.0550153274e+06, 
2.2417121783e+00, 1.6388047706e+03, 6.6236248468e+02, 1.5526586381e+06, 
1.1594202899e+00, 1.2086643724e+03, 1.6350873867e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -1.6277598835e-13, 8.8000000000e+05, 
3.7985279423e+00, 1.9451005278e+03, 1.2513635611e+03, 2.4974342012e+06, 
1.1594202899e+00, 1.2086643724e+03, -1.0623661172e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -3.3938768895e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -2.1796231813e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 2.8766546471e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 4.9063370658e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -3.7971664128e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 1.3058226343e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -1.1112604369e-13, 8.8000000000e+05, 
2.2289096431e+00, 1.5290482264e+03, 4.5702222421e+02, 1.5444753480e+06, 
1.1594202899e+00, 1.2086643724e+03, 7.0984773179e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -3.5325970025e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -2.3965391822e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -2.1386880245e-11, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 2.1803294369e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -2.5486142492e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 4.1746430616e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -1.6920258136e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -2.7455401900e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 1.6359905616e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -3.3295962153e-13, 8.8000000000e+05, 
3.2703336470e+00, 1.7466008509e+03, 1.1356544192e+03, 2.1664289482e+06, 
1.1594202899e+00, 1.2086643724e+03, 5.3818373164e-14, 8.8000000000e+05, 
2.4751211612e+00, 1.8512213900e+03, 7.3442593848e+02, 1.7262682993e+06, 
1.1594202899e+00, 1.2086643724e+03, 2.7414533950e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 3.9010757000e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 6.0241202267e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -1.2899840007e-15, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 1.2683693526e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -2.3454082044e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -2.4324523281e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -3.8740266022e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -3.0538002275e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 1.4673815410e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -2.3832142932e-13, 8.8000000000e+05, 
1.1595050494e+00, 1.2087433355e+03, 2.7513117204e-02, 8.8006153749e+05, 
1.4785087229e+00, 1.4037081205e+03, 1.4811153172e+02, 1.0892889214e+06, 
4.1041257924e+00, 1.5129890038e+03, 1.1708491501e+03, 2.6064599460e+06, 
1.1594202899e+00, 1.2086643724e+03, -1.2248674793e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 1.9022189814e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -1.3804889275e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -1.7409273342e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 1.2525336927e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 6.0986951154e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -3.3946536409e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 5.9400591923e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -8.9953922890e-15, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 1.1732326930e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -1.0743206499e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 2.7377213871e-14, 8.8000000000e+05, 
2.2968792796e+00, 1.5550959424e+03, 7.1640131435e+02, 1.5701311041e+06, 
1.1594202899e+00, 1.2086643724e+03, -7.6418723852e-15, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -9.8043742203e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 2.3396174772e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 1.3194997005e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -6.8077220806e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -9.2655168723e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 6.4927796240e-14, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, 2.2619365619e-13, 8.8000000000e+05, 
1.9586732771e+00, 1.7285573323e+03, 3.9444663401e+02, 1.4205339374e+06, 
1.1594202899e+00, 1.2086643724e+03, 9.4106053060e-14, 8.8000000000e+05, 
3.9064963621e+00, 5.4941990010e+01, 4.7699971990e+01, 2.2706883103e+06, 
1.1594202899e+00, 1.2086643724e+03, -2.1122195512e-13, 8.8000000000e+05, 
1.1594202899e+00, 1.2086643724e+03, -2.1430271644e-13, 8.8000000000e+05, 
